mx,my,mz
0.99933332,0.36033332,0.20999999
1.00433338,0.36033332,0.21699999
1.00100005,0.35766667,0.21766667
1.00100005,0.35766667,0.22499999
1.00733328,0.35433334,0.22900000
1.00366664,0.34733334,0.23766667
1.00366664,0.35066667,0.24500000
1.00266671,0.34566668,0.25366667
1.00366664,0.34333333,0.26066667
0.99933332,0.34333333,0.27733332
0.99533331,0.33333334,0.28700000
0.98933333,0.33500001,0.29833335
0.97700000,0.32266667,0.31666666
0.97600001,0.32366666,0.32200000
0.97000003,0.31866667,0.32600001
0.97000003,0.31533334,0.32900000
0.95833331,0.31533334,0.33933333
0.95066667,0.31200001,0.34366667
0.94233334,0.31033334,0.35066667
0.93833333,0.30933332,0.35766667
0.93099999,0.30433333,0.36833334
0.92699999,0.30599999,0.37766665
0.92100000,0.30533335,0.39433333
0.91933334,0.30866668,0.40233332
0.90933335,0.30866668,0.41566667
0.90033334,0.30866668,0.41999999
0.88999999,0.30533335,0.42699999
0.88166666,0.31200001,0.43399999
0.86033332,0.30866668,0.44600001
0.85533333,0.31533334,0.45500001
0.84700000,0.31099999,0.46266666
0.84100002,0.31933334,0.47333333
0.83200002,0.32100001,0.49000001
0.82866669,0.32900000,0.50233334
0.82233334,0.33833334,0.51533335
0.82066667,0.34166667,0.52233332
0.81333333,0.34566668,0.54533333
0.81066668,0.35533333,0.55566669
0.80666667,0.35699999,0.56433332
0.80733335,0.36766666,0.57166666
0.78700000,0.37533334,0.57666665
0.78100002,0.38233334,0.58533335
0.77200001,0.38900000,0.59533334
0.76200002,0.40066665,0.60100001
0.75066668,0.41100001,0.61000001
0.74233335,0.41866666,0.62066668
0.74000001,0.42533332,0.62566668
0.73333335,0.44233334,0.63533336
0.72899997,0.44900000,0.63700002
0.72166669,0.45666668,0.63533336
0.71600002,0.45833334,0.63700002
0.70433331,0.45333335,0.62833333
0.69433331,0.45233333,0.61866665
0.68533331,0.45166665,0.60666668
0.67066669,0.44400001,0.58899999
0.66000003,0.43900001,0.56599998
0.64733332,0.43566668,0.56266665
0.64200002,0.43733335,0.55400002
0.63700002,0.43833333,0.54699999
0.62699997,0.43900001,0.54166669
0.62033331,0.44166666,0.53899997
0.61866665,0.44233334,0.53100002
0.60900003,0.43833333,0.51733333
0.60166669,0.43733335,0.49866667
0.59333330,0.43333334,0.47600001
0.58233333,0.43666667,0.45500001
0.57366669,0.43666667,0.43500000
0.56033331,0.43833333,0.40066665
0.55599999,0.43900001,0.37766665
0.55533332,0.44166666,0.36033332
0.55433333,0.44400001,0.33166668
0.55366665,0.45066667,0.30199999
0.55100000,0.44999999,0.28000000
0.55766666,0.45066667,0.25600001
0.55866665,0.45666668,0.24233334
0.55866665,0.46266666,0.22499999
0.56033331,0.46866667,0.21400000
0.56033331,0.47033334,0.20999999
0.56366664,0.47200000,0.20033333
0.56533331,0.47366667,0.18366666
0.56866664,0.47700000,0.17900001
0.57366669,0.48533332,0.16533333
0.58066666,0.48833334,0.15366666
0.58499998,0.49500000,0.14399999
0.58566666,0.49500000,0.14000000
0.59066665,0.49900001,0.13433333
0.60000002,0.50066668,0.11866666
0.59566665,0.49900001,0.11533333
0.60233331,0.49833333,0.11366667
0.60666668,0.49900001,0.11766667
0.60733336,0.49833333,0.10900000
0.61266667,0.49500000,0.10733333
0.61699998,0.49566665,0.10733333
0.62199998,0.48899999,0.10400000
0.62366664,0.48899999,0.10266667
0.62766665,0.48100001,0.10266667
0.63099998,0.47700000,0.10400000
0.63200003,0.47099999,0.10266667
0.64200002,0.47099999,0.09866667
0.64433336,0.46700001,0.10100000
0.64533335,0.46533334,0.09233333
0.64266664,0.46933332,0.09700000
0.65166664,0.46599999,0.09866667
0.65399998,0.46366668,0.09233333
0.65499997,0.46100000,0.09533333
0.66066664,0.46366668,0.09533333
0.66000003,0.46033335,0.08833333
0.66500002,0.46700001,0.08900000
0.66900003,0.46599999,0.08266667
0.66566664,0.47200000,0.07400000
0.67333335,0.48033333,0.06900000
0.68166667,0.49233332,0.05566667
0.69099998,0.50233334,0.04533333
0.70266664,0.52600002,0.02700000
0.70766670,0.54333335,0.01433333
0.72333336,0.56566668,0.00333333
0.73500001,0.58200002,-0.00733333
0.76099998,0.61233336,-0.02000000
0.77600002,0.63766664,-0.02600000
0.79566669,0.66066664,-0.03266667
0.83266670,0.69533336,-0.02766667
0.85600001,0.72566664,-0.02500000
0.87733334,0.74533331,-0.01733333
0.90266669,0.76999998,-0.00666667
0.93666667,0.79866666,0.01200000
0.94833332,0.80933332,0.02600000
0.95166665,0.82066667,0.03100000
0.95666665,0.82833332,0.03566667
0.95166665,0.83233333,0.03833333
0.94833332,0.82499999,0.03200000
0.93666667,0.82733333,0.03033333
0.92600000,0.82233334,0.02400000
0.91533333,0.82233334,0.02233333
0.91366667,0.82233334,0.02233333
0.90533334,0.82499999,0.01533333
0.90600002,0.82833332,0.02333333
0.90366668,0.82999998,0.02500000
0.90266669,0.83733332,0.03366667
0.90866667,0.84266669,0.03200000
0.90866667,0.84700000,0.03733333
0.89933336,0.85200000,0.04000000
0.89733332,0.85433334,0.04433334
0.89399999,0.85866666,0.04600000
0.89399999,0.86266667,0.04533333
0.89066666,0.86533332,0.04766667
0.89166665,0.86900002,0.05666667
0.90200001,0.87833333,0.06200000
0.90100002,0.88000000,0.06366666
0.91433334,0.89166665,0.07233334
0.92533332,0.89066666,0.08266667
0.92600000,0.89600003,0.09066667
0.93833333,0.90266669,0.09933333
0.94733334,0.90700001,0.11266667
0.95833331,0.91200000,0.12500000
0.96566665,0.91533333,0.13699999
0.98533332,0.92066669,0.15200000
0.99033332,0.92500001,0.16766667
1.00199997,0.92900002,0.17833333
1.01666665,0.93166667,0.19233334
1.02999997,0.92666668,0.21933334
1.03999996,0.92733335,0.22900000
1.05266666,0.92833334,0.24566667
1.06433332,0.92666668,0.26666668
1.07700002,0.92333335,0.29833335
1.09066665,0.92333335,0.32366666
1.09333336,0.91266668,0.34099999
1.10399997,0.90700001,0.36399999
1.11533332,0.90100002,0.40066665
1.11600006,0.88333333,0.42266667
1.12100005,0.88000000,0.44433334
1.12266672,0.87166667,0.45866665
1.12933338,0.86366665,0.49066666
1.12699997,0.85033333,0.49866667
1.12033331,0.84433335,0.50933331
1.12366664,0.83399999,0.51833332
1.12600005,0.82833332,0.53500003
1.13033330,0.82666665,0.53366667
1.13199997,0.81733334,0.53733331
1.13266671,0.81033331,0.54000002
1.13766670,0.80433333,0.54699999
1.14033329,0.79933333,0.54933333
1.14366663,0.79200000,0.54866666
1.14433336,0.79200000,0.54866666
1.14533329,0.78700000,0.55333334
1.14433336,0.78533334,0.56366664
1.14533329,0.78233331,0.56999999
1.14366663,0.78533334,0.56766665
1.14199996,0.77833331,0.57866669
1.13533330,0.77833331,0.58266670
1.13866663,0.77166665,0.58833331
1.12933338,0.76999998,0.59866667
1.12699997,0.76499999,0.60266668
1.12600005,0.76066667,0.60833335
1.12366664,0.75999999,0.61533332
1.12033331,0.75700003,0.62166667
1.11866665,0.75999999,0.62400001
1.11533332,0.75900000,0.62333333
1.11066663,0.76566666,0.62566668
1.11166668,0.76833332,0.62733334
1.10833335,0.76666665,0.63200003
1.10833335,0.76833332,0.62933332
1.10566664,0.77233332,0.63099998
1.10500002,0.77499998,0.62500000
1.10166669,0.77333331,0.62500000
1.10066664,0.77499998,0.62733334
1.10899997,0.77999997,0.62500000
1.10566664,0.78533334,0.62233335
1.10666668,0.78700000,0.61766666
1.10733330,0.79266667,0.61433333
1.10833335,0.79600000,0.61000001
1.11166668,0.79699999,0.60666668
1.11699998,0.79699999,0.60500002
1.11233330,0.79699999,0.60566664
1.11600006,0.79766667,0.60399997
1.11333334,0.79933333,0.60266668
1.11600006,0.79866666,0.60733336
1.11233330,0.79866666,0.60566664
1.11699998,0.79933333,0.60200000
1.12100005,0.79600000,0.59866667
1.12699997,0.79433334,0.59233332
1.13600004,0.79766667,0.59066665
1.13933337,0.79533333,0.58366668
1.14199996,0.79200000,0.57499999
1.15166664,0.79033333,0.56999999
1.15666664,0.79266667,0.56033331
